provisional_work_key,representative_title,catalog_ids,missing_or_conflicting_roles,current_values,candidate_companies,best_confidence,conflict_reason,catalog_entry_count,company_game_impact,source_urls,recommended_next_research,priority
fifa 20,FIFA 20 [Champions Editions],ps4-fifa-20-champions-editions,developer | physical_publisher,developer=(empty); physical_publisher=(empty),EA Sports [ea-sports],MEDIUM,MISSING_BOTH_CORE_ROLES,2,ea-sports:311,https://www.pricecharting.com/game/pal-playstation-4/fifa-20-champions-editions,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fifa 21,FIFA 21 [Champions Edition],ps4-fifa-21-champions-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),EA Vancouver [ea-vancouver] | Electronic Arts [electronic-arts],MEDIUM,MISSING_BOTH_CORE_ROLES,3,ea-vancouver:48 | electronic-arts:675,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/208563 | https://store.playstation.com/es-es/product/EP0006-CUSA18987_00-FIFAFOOTBALL2021 | https://www.pricecharting.com/game/pal-playstation-4/fifa-21-champions-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fifa 21,FIFA 21 [Ultimate Edition],ps4-fifa-21-ultimate-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),EA Vancouver [ea-vancouver] | Electronic Arts [electronic-arts],MEDIUM,MISSING_BOTH_CORE_ROLES,3,ea-vancouver:48 | electronic-arts:675,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/208563 | https://store.playstation.com/es-es/product/EP0006-CUSA18987_00-FIFAFOOTBALL2021 | https://www.pricecharting.com/game/pal-playstation-4/fifa-21-ultimate-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fighting legends,Fighting Legends [Collector's Edition],ps4-fighting-legends-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),SNK Corporation [snk] | Selecta Play [selecta-play],MEDIUM,MISSING_BOTH_CORE_ROLES,2,selecta-play:17 | snk:580,https://gamesdb.launchbox-app.com/games/details/213396 | https://www.pricecharting.com/game/pal-playstation-4/fighting-legends-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
final vendetta,Final Vendetta [Collector's Edition],ps4-final-vendetta-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Bitmap Bureau [bitmap-bureau] | Numskull Games Ltd. [numskull-games],HIGH,MISSING_PHYSICAL_PUBLISHER,3,bitmap-bureau:9 | numskull-games:25,https://store.playstation.com/es-es/product/EP5938-CUSA32946_00-FINALVENDETTA022 | https://store.steampowered.com/app/1891090 | https://www.pricecharting.com/game/pal-playstation-4/final-vendetta-collector%27s-edition | https://www.wikidata.org/wiki/Q113652894,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
final vendetta,Final Vendetta [Super Limited Edition],ps4-final-vendetta-super-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Bitmap Bureau [bitmap-bureau] | Numskull Games Ltd. [numskull-games],HIGH,MISSING_PHYSICAL_PUBLISHER,3,bitmap-bureau:9 | numskull-games:25,https://store.playstation.com/es-es/product/EP5938-CUSA32946_00-FINALVENDETTA022 | https://store.steampowered.com/app/1891090 | https://www.pricecharting.com/game/pal-playstation-4/final-vendetta-super-limited-edition | https://www.wikidata.org/wiki/Q113652894,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fist of the north star lost paradise,Fist Of The North Star: Lost Paradise [Day One Edition],ps4-fist-of-the-north-star-lost-paradise-day-one-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Ryu Ga Gotoku Studio [ryu-ga-gotoku-studio] | Sega CS1 [sega-cs1] | Sega [sega],MEDIUM,MISSING_BOTH_CORE_ROLES,3,ryu-ga-gotoku-studio:36 | sega-cs1:2 | sega:2208,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/155909 | https://store.playstation.com/es-es/product/EP0177-CUSA12781_00-HOKUTOGOTOGB0000 | https://www.pricecharting.com/game/pal-playstation-4/fist-of-the-north-star-lost-paradise-day-one-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fist of the north star lost paradise,Fist Of The North Star: Lost Paradise [Playstation Hits],ps4-fist-of-the-north-star-lost-paradise-playstation-hits,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Ryu Ga Gotoku Studio [ryu-ga-gotoku-studio] | Sega CS1 [sega-cs1] | Sega [sega],MEDIUM,MISSING_BOTH_CORE_ROLES,3,ryu-ga-gotoku-studio:36 | sega-cs1:2 | sega:2208,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/155909 | https://store.playstation.com/es-es/product/EP0177-CUSA12781_00-HOKUTOGOTOGB0000 | https://www.pricecharting.com/game/pal-playstation-4/fist-of-the-north-star-lost-paradise-playstation-hits,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
five nights at freddy s core collection,Five Nights At Freddy's [Core Collection],ps4-five-nights-at-freddy%27s-core-collection,physical_publisher,developer=Clickteam LLC; physical_publisher=Maximum Games,Maximum Games [maximum-games],HIGH,MULTI_PRODUCT_REVIEW,1,maximum-games:92,https://www.pricecharting.com/game/pal-playstation-4/five-nights-at-freddy%27s-core-collection,Separar los componentes del producto antes de asignar créditos singulares.,3
five nights at freddy s help wanted,Five Nights at Freddy's: Help Wanted,ps4-five-nights-at-freddy%27s-help-wanted,developer | physical_publisher,developer=Maximum Games; physical_publisher=(empty),Clickteam LLC [clickteam-llc] | Maximum Games [maximum-games] | Scott Cawthon [unresolved] | Steel Wool Studios [steel-wool-studios] | Steel Wool [unresolved],MEDIUM,MISSING_PHYSICAL_PUBLISHER,1,clickteam-llc:2 | maximum-games:92 | steel-wool-studios:3,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP0634-CUSA16049_00-FNAFVRHELPWANTED | https://store.steampowered.com/app/732690 | https://www.pricecharting.com/game/pal-playstation-4/five-nights-at-freddy%27s-help-wanted | https://www.wikidata.org/wiki/Q63049708,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
flashback,Flashback,ps4-flashback,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Microids [microids] | Paul Cuisset [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,microids:55,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP4295-CUSA13390_00-FLASHBACKEUR0000 | https://store.steampowered.com/app/961620,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
flockers,Flockers,ps4-flockers,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Team17 Digital Limited [team17-digital-limited] | Team17 [team17],VERY_HIGH,MISSING_BOTH_CORE_ROLES,1,team17-digital-limited:4 | team17:16,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP4064-CUSA00854_00-FLOCKERSZZZZZZZZ | https://store.steampowered.com/app/260330 | https://www.pricecharting.com/game/pal-playstation-4/flockers,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
for honor,For Honor,ps4-for-honor,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Blue Byte [unresolved] | Ubisoft Blue Byte [unresolved] | Ubisoft Montreal [ubisoft-montreal] | Ubisoft Quebec [ubisoft-quebec] | Ubisoft Toronto [ubisoft-toronto] | Ubisoft [unresolved],HIGH,MISSING_PHYSICAL_PUBLISHER,4,ubisoft-montreal:92 | ubisoft-quebec:9 | ubisoft-toronto:12,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/164327 | https://store.playstation.com/es-es/product/EP0001-CUSA05264_00-FHGAMEPS40000002 | https://store.steampowered.com/app/304390 | https://www.pricecharting.com/game/pal-playstation-4/for-honor | https://www.wikidata.org/wiki/Q20671114,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
for honor,For Honor [Deluxe Edition],ps4-for-honor-deluxe-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Blue Byte [unresolved] | Ubisoft Blue Byte [unresolved] | Ubisoft Montreal [ubisoft-montreal] | Ubisoft Quebec [ubisoft-quebec] | Ubisoft Toronto [ubisoft-toronto] | Ubisoft [unresolved],HIGH,MISSING_PHYSICAL_PUBLISHER,4,ubisoft-montreal:92 | ubisoft-quebec:9 | ubisoft-toronto:12,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/164327 | https://store.playstation.com/es-es/product/EP0001-CUSA05264_00-FHGAMEPS40000002 | https://store.steampowered.com/app/304390 | https://www.pricecharting.com/game/pal-playstation-4/for-honor-deluxe-edition | https://www.wikidata.org/wiki/Q20671114,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
for honor,For Honor [Gold Edition],ps4-for-honor-gold-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Blue Byte [unresolved] | Ubisoft Blue Byte [unresolved] | Ubisoft Montreal [ubisoft-montreal] | Ubisoft Quebec [ubisoft-quebec] | Ubisoft Toronto [ubisoft-toronto] | Ubisoft [unresolved],HIGH,COMPANY_ENTITY_UNRESOLVED | MISSING_PHYSICAL_PUBLISHER,4,ubisoft-montreal:92 | ubisoft-quebec:9 | ubisoft-toronto:12,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/164327 | https://store.playstation.com/es-es/product/EP0001-CUSA05264_00-FHGAMEPS40000002 | https://store.steampowered.com/app/304390 | https://www.pricecharting.com/game/pal-playstation-4/for-honor-gold-edition | https://www.wikidata.org/wiki/Q20671114,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,3
for honor,For Honor [Limited Edition],ps4-for-honor-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Blue Byte [unresolved] | Ubisoft Blue Byte [unresolved] | Ubisoft Montreal [ubisoft-montreal] | Ubisoft Quebec [ubisoft-quebec] | Ubisoft Toronto [ubisoft-toronto] | Ubisoft [unresolved],HIGH,MISSING_PHYSICAL_PUBLISHER,4,ubisoft-montreal:92 | ubisoft-quebec:9 | ubisoft-toronto:12,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/164327 | https://store.playstation.com/es-es/product/EP0001-CUSA05264_00-FHGAMEPS40000002 | https://store.steampowered.com/app/304390 | https://www.pricecharting.com/game/pal-playstation-4/for-honor-limited-edition | https://www.wikidata.org/wiki/Q20671114,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
foreclosed,Foreclosed,ps4-foreclosed,developer | physical_publisher,developer=Antab Studio; physical_publisher=(empty),Antab Studio [antab-studio] | Merge Games [merge-games],HIGH,MISSING_PHYSICAL_PUBLISHER,1,antab-studio:2 | merge-games:66,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/473144 | https://store.playstation.com/es-es/product/EP1121-CUSA25005_00-FORECLOSED000000 | https://store.steampowered.com/app/1308880 | https://www.pricecharting.com/game/pal-playstation-4/foreclosed,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fortnite anime legends,Fortnite: Anime Legends,ps4-fortnite-anime-legends,developer | physical_publisher,developer=Epic Games; physical_publisher=(empty),Epic Games [epic-games],MEDIUM,MISSING_PHYSICAL_PUBLISHER,1,epic-games:16,https://www.pricecharting.com/game/pal-playstation-4/fortnite-anime-legends,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fortnite minty legends pack,Fortnite: Minty Legends Pack,ps4-fortnite-minty-legends-pack,developer | physical_publisher,developer=Epic Games; physical_publisher=(empty),Epic Games [epic-games],MEDIUM,MISSING_PHYSICAL_PUBLISHER,1,epic-games:16,https://www.pricecharting.com/game/pal-playstation-4/fortnite-minty-legends-pack,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
fox n forests,Fox n Forests [Collector's Edition],ps4-fox-n-forests-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Bonus Level Entertainment [bonus-level-entertainment] | Strictly Limited Games [strictly-limited-games] | astragon Development [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,2,bonus-level-entertainment:2 | strictly-limited-games:62,https://gamesdb.launchbox-app.com/games/details/163622 | https://store.playstation.com/es-es/product/EP0841-CUSA12044_00-BLEIASFNFEUROEE0 | https://store.steampowered.com/app/603400 | https://www.pricecharting.com/game/pal-playstation-4/fox-n-forests-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
friday the 13th,Friday The 13th,ps4-friday-the-13th,developer | physical_publisher,developer=IllFonic; physical_publisher=(empty),IllFonic [illfonic],MEDIUM,MISSING_PHYSICAL_PUBLISHER,3,illfonic:10,https://www.pricecharting.com/game/pal-playstation-4/friday-the-13th,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
friday the 13th,Friday the 13th [Signed Machete Steelbook Edition],ps4-friday-the-13th-signed-machete-steelbook-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Gun Media [gun-media] | IllFonic [illfonic],MEDIUM,MISSING_BOTH_CORE_ROLES,3,gun-media:4 | illfonic:10,https://www.pricecharting.com/game/pal-playstation-4/friday-the-13th-signed-machete-steelbook-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
frogun,Frogun [Deluxe Edition],ps4-frogun-deluxe-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Clear River Games [clear-river-games] | Molegato [molegato] | Top Hat Studios [top-hat-studios],MEDIUM,MISSING_BOTH_CORE_ROLES,1,clear-river-games:32 | molegato:1 | top-hat-studios:1,https://gamesdb.launchbox-app.com/games/details/475817 | https://store.playstation.com/es-es/product/EP5335-CUSA33434_00-8191863685402583 | https://store.steampowered.com/app/1575470 | https://www.pricecharting.com/game/pal-playstation-4/frogun-deluxe-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
frostpunk,Frostpunk: Console Edition,ps4-frostpunk-console-edition,developer | physical_publisher,developer=Merge Games; physical_publisher=Merge Games,Merge Games [merge-games],HIGH,IDENTIFIER_OR_TITLE_CONFLICT,2,merge-games:66,https://store.playstation.com/es-es/product/EP4361-CUSA15690_00-FROSTPUNKGAME000 | https://www.pricecharting.com/game/pal-playstation-4/frostpunk-console-edition,Resolver primero el identificador y el título exactos de esta ficha.,3
fury unleashed,Fury Unleashed [Bang Edition],ps4-fury-unleashed-bang-edition,developer | physical_publisher,developer=(empty); physical_publisher=Meridiem Games,Awesome Games Studio [unresolved] | Awesome Games [unresolved] | Meridiem Games [meridiem-games],HIGH,MISSING_DEVELOPER,1,meridiem-games:18,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/473105 | https://store.playstation.com/es-es/product/EP2250-CUSA15995_00-FURYUNLEASHED000 | https://store.steampowered.com/app/465200 | https://www.pricecharting.com/game/pal-playstation-4/fury-unleashed-bang-edition | https://www.wikidata.org/wiki/Q114084899,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
g i joe operation blackout,G.I. Joe: Operation Blackout,ps4-gi-joe-operation-blackout,developer | physical_publisher,developer=(empty); physical_publisher=(empty),GameMill Entertainment [gamemill-entertainment] | Iguanabee [iguanabee],MEDIUM,MISSING_BOTH_CORE_ROLES,1,gamemill-entertainment:17 | iguanabee:2,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/473115 | https://store.playstation.com/es-es/product/EP0281-CUSA20099_00-GIJOEBLACKOUT001 | https://www.pricecharting.com/game/pal-playstation-4/gi-joe-operation-blackout | https://www.wikidata.org/wiki/Q98399754,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
gal guardians demon purge,Gal Guardians: Demon Purge,ps4-gal-guardians-demon-purge,developer | physical_publisher,developer=Inti Creates; physical_publisher=(empty),Inti Creates [inti-creates],HIGH,MISSING_PHYSICAL_PUBLISHER,2,inti-creates:28,https://store.steampowered.com/app/2081400 | https://www.pricecharting.com/game/pal-playstation-4/gal-guardians-demon-purge,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
gal guardians demon purge,Gal Guardians: Demon Purge [Collector's Edition],ps4-gal-guardians-demon-purge-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Inti Creates [inti-creates] | PQube Ltd. [pqube],HIGH,MISSING_PHYSICAL_PUBLISHER,2,inti-creates:28 | pqube:90,https://store.steampowered.com/app/2081400 | https://www.pricecharting.com/game/pal-playstation-4/gal-guardians-demon-purge-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
